menus,categoria_raiz,subcategoria,producto,descripcion,precio,variantes_precio,recomendado,nuevo,num_imagenes,imagen_archivo,imagen_url,product_id
BRUNCH | LUNCH Y DINNER,PIZZAS,,MARGHERITA DI BUFALA,"Pomodoro San Marzano, Mozzarella, Queso italiano Burrata, Albahaca fresca.",$56.900,,,,0,,,IpP6RlY35IlJSS0pW6a4
BRUNCH | LUNCH Y DINNER,PIZZAS,,PESTO & STRACCIATELLA,"Base pesto de Albahaca, Mozzarella, Stracciatella, Crocante de Pistachos.",$46.900,,,,1,7acd76d2-2789-4ad5-9eb7-b354c93dca18.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/7acd76d2-2789-4ad5-9eb7-b354c93dca18.webp,TobXd8XmBGBzJ6Lh8hVH
BRUNCH | LUNCH Y DINNER,PIZZAS,,TRUFA & STRACCIATELLA,"Base de tartufo, Mozzarella, Champiñones, Stracciatella.",$53.900,,,,1,c7facc58-1235-4dd7-9c2b-50667a7b46ce.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/c7facc58-1235-4dd7-9c2b-50667a7b46ce.webp,gFQdcHN4lfujtNihkOy7
BRUNCH | LUNCH Y DINNER,PIZZAS,,QUESO AZUL & MANZANA,"Base blanca, Mozzarella, Parmesano, Queso azul, Manzana verde, Miel.",$39.900,,,,1,7b9ffa3c-6e54-4b73-b933-a2d529a1547f.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/7b9ffa3c-6e54-4b73-b933-a2d529a1547f.webp,pxnENV5q9pBJLzBz5lo1
BRUNCH | LUNCH Y DINNER,PIZZAS,,QUATTRO FORMAGGI,"Base blanca, Mozzarella, Queso azul, Grana padano, Parmesano.",$39.900,,,,0,,,VEEouNPQYpcb04BmXiOK
BRUNCH | LUNCH Y DINNER,PIZZAS,,DEL HUERTO,"Mozzarella, Jamón, tomate Cherry, champiñones, Grana padano, Rúgula, Salsa blanca.",$44.900,,,,0,,,vMnipNMBfrxNjUIMT58H
BRUNCH | LUNCH Y DINNER,PIZZAS,,"SOLOMITO, BALSÁMICO & QUESO AZUL","Base blanca, Mozzarella, Solomito de res, Reducción balsámica con queso azul.",$56.900,,,,0,,,i00Kn7PxiYx23ykkxBCW
BRUNCH | LUNCH Y DINNER,PIZZAS,,DELLA  CASA,"Base blanca, mozzarella, Queso Azul, Queso Brie, Tocineta caramelizada, Maíz tierno.",$26.900,,,sí,1,1c0cf114-0add-422a-bc3d-ed41737d2991.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/1c0cf114-0add-422a-bc3d-ed41737d2991.webp,Tlm0fxMMJlvaBtv63bWb
BRUNCH | LUNCH Y DINNER,PIZZAS,,TOSCANA MADURADA,"Pomodoro, Mozzarella, Queso crema, Prosciutto, Salami, Chorizo vela, Aceitunas, Reducción Balsamica",$48.900,,,,1,e4b3b495-c511-40d3-b7ef-c3e8e20800c3.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/e4b3b495-c511-40d3-b7ef-c3e8e20800c3.webp,SktGhOZs4Ec6mJX9ZQ5I
BRUNCH | LUNCH Y DINNER,PIZZAS,,TOSCANA BBQ,"Pomodoro, Mozzarella, Lomo de cerdo ahumado en BBQ, Cebollín.",$39.900,,,,0,,,P5rSnRh7BX3bSM1Llmj2
BRUNCH | LUNCH Y DINNER,PIZZAS,,PEPPERONI,"Pomodoro, Mozzarella, Albahaca, Pepperoni.",$40.900,,,,0,,,cve7YFe4OKfEWIp0LprP
BRUNCH | LUNCH Y DINNER,PIZZAS,,POLLO & SETAS,"Pomodoro, Mozzarella, Pollo, Champiñones, Grana Padano, Cebollín.",$40.900,,,,0,,,WeoX08fXaqzGtTt7JZLp
BRUNCH | LUNCH Y DINNER,PIZZAS,,HAWAIANA,"Pomodoro, Mozzarella, Jamón de cerdo, Piña caramelizada.",$38.900,,,,0,,,mHGwp7J1ir1kyz5hwfgd
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,MOCKTAIL,BELLA DONNA,"Shrub de mora, naranja, limón, ginger beer.",$19.500,,,,0,,,MA22oIChaKuBQyzZlxmL
BRUNCH | LUNCH Y DINNER,DESAYUNOS ESPECIALES,ESPECIALES DE LA CASA,FRITTATA DE PAPA,"Tortilla Italiana con huevos, tocineta, cebollas y papas fritas en aceite de oliva.",$26.900,,,,0,,,Bmj4wvp6Xo506OCckXpx
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,SODAS ITALIANAS,LYCHEE & DURAZNO,,$12.900,,,,0,,,Mv129koKJU6eYl6EY3pk
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,ESPRESSO,ESPRESSO,,$5.500,,,,0,,,U6TDjlKT6E4lv6noI49h
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,GENEROSOS,JEREZ ESPAÑOL TÍO PEPE (copa),,$28.900,,,,0,,,XWSczrzhu2u6XJ3kKOpA
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,MOCKTAIL,VIRGIN MANGO,"Pepino, miel de agave, puré de mango fresco, limón, ginger beer y hierbabuena.",$19.500,,,,0,,,gEoChVYIkYMowPD0R9U6
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,ESPRESSO,AMERICANO,,$6.000,,,,0,,,9UiGL7fW5QvCfzJ0CQtB
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,SODAS ITALIANAS,FRESA & ALBAHACA,,$12.900,,,,0,,,SoZNVpRoeiMl1FtgeqgS
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,GENEROSOS,JEREZ ESPAÑOL ELEGANTE AMONTILLADO(copa),,$21.900,,,,0,,,ZEAdW5HpL3iT7XYQKS3A
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,MOCKTAIL,VIRGIN MOJITO,"Flor de Jamaica, hierbabuena, miel de agave, limón, ginger beer.",$19.500,,,,0,,,x1H6TJmQdoTHdoewWvRA
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,SODAS ITALIANAS,PIÑA & MANDARINA,,$12.900,,,,0,,,H3cJlXJeoV2hLDFBLluq
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,ESPRESSO,MACCHIATO,,$7.000,,,,0,,,U6Sgblv8t5tOdy7ZNaoD
BRUNCH | LUNCH Y DINNER,DESAYUNOS ESPECIALES,ESPECIALES DE LA CASA,HUEVOS A LA FLORENTINA,"huevos, prosciutto, salsa holandesa, mezcla de espinacas escalfadas con stracciatella sobre pan brioche.",$28.900,,,,0,,,oXXrJ4tfbPmqDAh2dnxu
BRUNCH | LUNCH Y DINNER,DESAYUNOS ESPECIALES,ESPECIALES DE LA CASA,PROSCIUTTO CROISSANT,"Croissant artesanal, prosciutto, huevos cremados en grana padano y toques de cebollín.",$28.900,,,,0,,,ezT7gaEdcfrITJwOTNo2
BRUNCH | LUNCH Y DINNER,DESAYUNOS CLÁSICOS,FAVORITOS,BOWL DE GRANOLA,"Yogurt griego, granola y frutas de temporada.",$26.900,,,,0,,,sMYoA2luBvkD6zsN3Tjp
BRUNCH | LUNCH Y DINNER,DESAYUNOS CLÁSICOS,FAVORITOS,BOWL DE FRUTA,Frutas de temporada.,$18.900,,,,0,,,5O4UIv1cxQE9n9zx4udF
BRUNCH | LUNCH Y DINNER,DESAYUNOS CLÁSICOS,FAVORITOS,WAFFLES,CLÁSICO: Mantequilla y miel de maple. NUTELLA: Fresa y Chantilly.,$14.900,CLÁSICO : $14.900 | NUTELLA : $20.900,,,0,,,1OuID87KZ9I9IQMEujmz
BRUNCH | LUNCH Y DINNER,PASTICCERIA,PASTELES,CIOCCOLATO & FRAMBUESAS,,$20.900,,,,1,90a5b2b1-56aa-4ad1-90cb-d187c2636907.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/90a5b2b1-56aa-4ad1-90cb-d187c2636907.webp,ClLljwjXD13MDv3wgyH4
BRUNCH | LUNCH Y DINNER,PASTICCERIA,PASTELES,TRES LECHES & MERENGUE,,$14.900,,,,0,,,n0fASkrIRNiuxu2GxzwY
BRUNCH | LUNCH Y DINNER,DESAYUNOS CLÁSICOS,FAVORITOS,TOSTADA FRANCESA,"Pan brioche humedecido en tres leches, chantilly y fresas.",$26.900,,,,1,76e01e84-8ccc-480c-b3c0-c18607b326c3.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/76e01e84-8ccc-480c-b3c0-c18607b326c3.webp,LqUyo3FbucqwYoYLqjva
BRUNCH | LUNCH Y DINNER,PASTICCERIA,PASTELES,ZANAHORIA &  NUECES,,$12.900,,,,0,,,y4FNfxpOq14AdDNKMfZ1
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,SODAS ITALIANAS,FRUTTO DELLA PASSIONE,,$12.900,,,,0,,,lF59V7rGBZyb5Dbz83RM
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,SODAS ITALIANAS,SODA MICHELADA,,$8.900,,,,0,,,beYW3QF68PQrRIRSKc4k
BRUNCH | LUNCH Y DINNER,PASTICCERIA,PASTELES,AMAPOLA & FRAMBUESAS,,$12.900,,,,0,,,hjtVMlh89wPLGdv2JoTZ
BRUNCH | LUNCH Y DINNER,MENÚ BAMBINI,,TORNADOS DE POLLO,"Tenders de pollo apanados, acompañados con papas a la francesa y salsa rosada.",$24.900,,,,0,,,LvntWy1O3ooJhDFBgq3l
BRUNCH | LUNCH Y DINNER,MENÚ BAMBINI,,MINI BOLOGNESA,carne de res en tradicional salsa italiana elaborada con tomate San Marzano. Acompañada con pan artesanal de masa madre.,$26.900,,,,0,,,6urx720QbPmzVOsmQL5u
BRUNCH | LUNCH Y DINNER,MENÚ BAMBINI,,MINI FESTIN DE QUESO & POLLO,Tornados de pollo acompañados con fettuccine cremado en salsa especial de quesos de la casa y acompañada con pan artesanal de masa madre.,$29.900,,,,0,,,jMztVk4nd2x6epAF4j3Y
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,MILLEFOGLIE FRUTTI DI BOSCO,"Milhoja della casa con finas capas crujientes de masa filo caramelizada, ensambladas con confitura de frutos rojos, frosting de queso, arequipe de la casa y almendras garrapiñadas.",$16.900,,,,1,056b4c1e-987d-4488-abb3-5d9ae08b9f8d.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/056b4c1e-987d-4488-abb3-5d9ae08b9f8d.webp,0RjnNZTfX5yEqSjkNULE
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,MILLEFOGLIE AL CARAMELLO,"Milhoja crujiente de hojaldre caramelizado, ensamblada con crema avellanada, toffe de caramelo y avellanas garrapiñadas.",$18.900,,,sí,1,28789a5b-cc89-404f-9461-14fa6f871576.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/28789a5b-cc89-404f-9461-14fa6f871576.webp,hRGTFSIGfQYaJW9an1IL
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,BAKLAVA CHEESECAKE,"Tarta horneada de Queso Philadelphia cubierta con masa filo caramelizada, praliné de pistacho y nueces, finalizada con finas capas crujientes embebidas en almibar infusionado de rosas.",$20.900,,,,0,,,XhlycPBIepaw8QygmQgc
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,BLUEBERRY CHEESECAKE,Tarta horneada de Queso Philadelphia con exterior de galleta crujiente y confitura de de frutos del bosque.,$14.900,,,,0,,,A0dtnsQD0tejEnFGgrUR
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,TIRAMISÚ DELLA CASA,"Clásico postre Italiano con capas de galletas biscuit embebidas en extracción de café, crema de queso mascarpone y fina lluvia de cacao amargo.",$16.900,,,,1,af52c80a-f01c-4ca9-9e3e-1856144ce2e1.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/af52c80a-f01c-4ca9-9e3e-1856144ce2e1.webp,gf3V184EPbJPCMLNBJbv
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,CRÈME BRÛLÉE,"Postre francés que consiste en crema suave a base de huevos, aromatizada con vainilla y crujiente de azúcar caramelizado.",$12.900,,,,0,,,dMADqDfYFUvo62YeUokm
BRUNCH | LUNCH Y DINNER,PASTICCERIA,,CALZONE DE NUTELLA,"Masa artesanal de pizza con centro de Nutella avellanada, crocante de praliné de pistacho con nueces, finalizada con helado de vainilla y chocolate caliente.",$30.900,,,,0,,,puWq8oPFW0MxZJxA8I8c
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,MIMOSA,"Zumo de naranja, vino espumoso, Cereza.",$20.900,,,,0,,,YWpY8yPQ90EpAKHG3UUV
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,BELLINI,"Vino espumoso, puré de durazno.",$18.900,,,,0,,,H7YFdSw6a4UmcnWmqMtK
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,CARAJILLO 43,"Licor 43, espresso, aceites cítricos, naranja.",$30.500,,,,0,,,Bl1jYfC58GgfzgMuzgQc
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,ESPRESO MARTINI,"Vodka, licor de café y espresso.",$36.900,,,,0,,,MLame7df8xHtwH2SBTQh
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,FRIZZANTE,"PICCINI REGNO (TINTO, BLANCO, ROSÉ)",,$99.900,,,,0,,,PleexbDNhnRv35DJ5lBq
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,PREPARACIONES CON CAFÉ FRÍAS,AMERICANO ICE,,$7.000,,,,0,,,pdZZkMpDPKEr3IDY8o34
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,NEGRONI,"Ginebra, Vermouth Rosso y Campari.",$40.000,,,,0,,,hIayaM7pKZsGyBMoLAfh
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,FRIZZANTE,CHANDON GARDEN SPRITZ,,$159.700,,,,0,,,yeY28AV6wXaZfPG8oiF8
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,NEGRONI D' PANISSE,"Ginebra, Vermouth Rosso, Campari y Cordial de piña deshidratada.",$38.000,,,,0,,,hEpQ7mAJ9Ko91TcJB9nv
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,OLD FASHIONED,"Whiskey Jack Daniel's, azúcar, Bitter de naranja y twist de naranja.",$40.000,,,,0,,,afbCgFCp9t77nfZlA8Rg
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,DRY MARTINI,"Ginebra, Vermouth extra dry, aceitunas.",$36.000,,,,0,,,WrwbVgCMAcISsQFSd2IE
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,LYCHEE MARTINI,"Ginebra, Vermouth extra dry, Lychee.",$38.900,,,,0,,,ZD4SMV7vkXRUVj1ZEXf7
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,STAR MARTINI,"Vodka, Triple sec, Vino Espumoso, Almíbar de Maracuyá, Vainilla.",$36.000,,,,0,,,N1Gdp0lyC6fDPmY3ShSZ
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,MINT JULEP,"Whiskey Jack Daniel’s, Hierbabuena, Bitter aromatic, Sirope simple.",$38.000,,,,0,,,4olCkUpLe4OjIF0ZVsDk
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,MOSCOW MULE,"Vodka, Almíbar de Jengibre, Hierbabuena, limón, Ginger Beer Mil 976.",$38.000,,,,0,,,5TzeFkF8vbQCdovW7Ab7
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,FRIZZANTE,CHANDON BRUT ROSÉ,,$135.000,,,,0,,,JLeTsMbYMbkOCOQ4Gatm
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,PREPARACIONES CON CAFÉ FRÍAS,LATTE,,$9.900,Clasico: $9.900 | Vainilla: $12.900 | Caramelo: $12.900,,,0,,,qvEmNon194qfNDq8MfDK
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,FRIZZANTE,CHANDON EXTRA BRUT,,$120.000,,,,0,,,aAAWtBaYkdoW20Lcff6G
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,PREPARACIONES CON CAFÉ FRÍAS,FROZEN,,$15.000,Cappuccino: $15.000 | Caramelo: $15.900,,,0,,,JuUlz5hyzbNSIw4P9JBK
BRUNCH | LUNCH Y DINNER,DESAYUNOS ESPECIALES,FRENCH OMELETTE,CON TOCINETA,Omelette con tocineta y Mini waffles.,$24.900,,,,0,,,VfR7aDyIExXNw7UyXR0t
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,FRIZZANTE,MIONETTO PROSECO,,$119.900,,,,0,,,maewZ4jquh2qal4ZQyXu
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,CORONA,,$12.900,,,,0,,,wqRi48d2hhz5S5nLGMka
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,"CORONA 0,0%",,$12.900,,,,0,,,N1wZqYmKj1OJldE2XaDN
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,MARGARITA,"Tequila Gran Centenario Reposado, Triple sec, Limón.",$40.000,,,,0,,,eQmEucNN90VzJialgYq6
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,FRIZZANTE,VEUVE CLICQUOT BRUT DO CHAMPAGNE,,$900.000,Botella: $900.000 | Media Botella: $499.000,,,0,,,25NkmPi0iiPbbCNGISNl
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,CLUB COLOMBIA DORADA,,$10.400,,,,0,,,8fRwvSccWzEPfjisZB5g
BRUNCH | LUNCH Y DINNER,DESAYUNOS ESPECIALES,FRENCH OMELETTE,FITNESS OMELETTE,"Omelette de claras con espinacas, aguacate, acompañado con ensalada fresca y mini waffles funcionales.",$24.900,,,,0,,,TbXnX4Hv585BPUFkQtDf
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,MOJITO,"Ron Bacardí, Hierbabuena, Limón, Soda.",$30.900,,,,0,,,wx8YNiKOoMy46ARHOF4c
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,STELLA ARTOIS,,$12.900,,,,0,,,zEUAmbqWjOEbg2dKfXYh
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,GIN MARTIN CITRUS,"Martin miller's Gin, Agua tonica, Mandarina, Limon.",$50.000,,,,0,,,7RK1c3xExrqNbxRt4FDf
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,AGUA MANANTIAL,,$7.200,,,,0,,,VCV7fHdqA4H6r4yGN8dL
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,COCA COLA,,$6.900,,,,0,,,UmWsUG4SHJDadBdnAg2v
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,CERVEZAS & OTROS,HATSU BLANCO,,$8.900,,,,0,,,nkIujteG6g808Y2Kg0ca
BRUNCH | LUNCH Y DINNER | VINOS,IL BAR,CLASSICI,GIN HENDRICKS CLASSIC,"Gin Hendrck's, Pepino, Agua tonica.",$47.000,,,,0,,,VoiQlunlQwcig6G9jd0L
BRUNCH | LUNCH Y DINNER,PANETTERIA,,CROISSANT DE PISTACCHIO,,$17.900,,,,1,6f960481-1181-48fa-9d80-1cc0ccb3e82d.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/6f960481-1181-48fa-9d80-1cc0ccb3e82d.webp,1elD07j8v4ADRmZ4n5ty
BRUNCH | LUNCH Y DINNER,PANETTERIA,,CROISSANT DE CHOCO-AVELLANAS,,$14.900,,,,1,39cc41aa-86e8-4aee-85a9-8b9576ed46bd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/39cc41aa-86e8-4aee-85a9-8b9576ed46bd.webp,6FsREyW5MoESSyCSTY5Y
BRUNCH | LUNCH Y DINNER,PANETTERIA,,CROISSANT DE CHOCO-ALMENDRAS,,$14.900,,,,0,,,7iAyQNJCDP6D8BdZNNfy
BRUNCH | LUNCH Y DINNER,PANETTERIA,,CROISSANT DE ALMENDRAS,,$14.900,,,,1,9692221d-7300-4803-859e-9bfd9cc535e6.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/9692221d-7300-4803-859e-9bfd9cc535e6.webp,kBuHkfp9RE8DGdPRIFfp
BRUNCH | LUNCH Y DINNER,PANETTERIA,,CROISSANT CIOCCOLATO & MERENGUE,,$10.900,,,,1,d550030c-0c02-4d66-9458-6110c6aa18cd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/d550030c-0c02-4d66-9458-6110c6aa18cd.webp,NCJGsgIwSX6wSsa0z7Y2
BRUNCH | LUNCH Y DINNER,PANETTERIA,,CROISSANT SALATO,,$10.900,4 Quesos: $10.900 | Mantequilla: $7.500,,,0,,,JlOHCMvL0AGvB5dHO3HD
BRUNCH | LUNCH Y DINNER,PANETTERIA,,QUICHÉ LORRAINE DE TOCINETA,,$16.900,,,sí,1,5d2e4d36-b5b4-432e-8455-2f8ebfc0bc4e.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/5d2e4d36-b5b4-432e-8455-2f8ebfc0bc4e.webp,6wzc42kLzqf1hvTvGFHm
BRUNCH | LUNCH Y DINNER,PANETTERIA,,PANE,PRESENTACION FAMILIAR,$14.000,Hogaza masa madre: $14.000 | Brioche: $18.000 | Semillas & Arándanos: $20.900,,,1,4a182096-c26c-4f41-85ab-b3346fdbd645.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/4a182096-c26c-4f41-85ab-b3346fdbd645.webp,6sksVGsPBxHR6rh1NzfV
BRUNCH | LUNCH Y DINNER,PANETTERIA,,DOLCI,,$12.900,,,sí,1,20f045a6-1b9e-4efe-910a-8f25fdc128dd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/20f045a6-1b9e-4efe-910a-8f25fdc128dd.webp,2O7aPSRPCliWn530mZ3J
BRUNCH | LUNCH Y DINNER,PANETTERIA,,SALATO,,$8.900,,,sí,1,d9ec7ec7-c586-45aa-829d-ea55abbc128f.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/d9ec7ec7-c586-45aa-829d-ea55abbc128f.webp,XD3i0LN5aMu3N0ez6scz
BRUNCH | LUNCH Y DINNER,PANETTERIA,,TRADIZIONALE,,$4.000,Pandeyuca della Casa: $4.000 | Pandebono della Casa: $4.000,,,0,,,gshvTbfqoOklaG5A2f7d
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,MAR DE FRADES ALBARIÑO,,$189.900,,,,0,,,WrHz4BLYPnsLjGWHnmZN
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS CALIENTES,MILO,,$8.500,,,,0,,,vuZAFJST7PiYIHKytRP7
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS CALIENTES,TÉ CHAI,,$9.900,,,,0,,,5wmWPUqmwJfiP3vQ7zIV
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,ENATE CHARDONNAY,,$169.900,,,,0,,,a0LYGvPzGAkPLQavD1eh
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS CALIENTES,TÉ MATCHA,,$10.900,,,,0,,,paCO2Fj6iXHr295Ip9Ge
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS CALIENTES,CHOCOLATE,,$6.900,En Agua: $6.900 | En Leche: $7.900,,,0,,,PCl6X0gTeIGjow7Nx7tc
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,SANTA CAROLINA RESERVADO,SAUVIGNON BLANC,$86.900,,,,0,,,UIpShjjQWGYsRy3g4OfW
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,MUGA RESERVA,VIURA,$149.900,,,,0,,,H1ppJqIGMZoPAEeRl7ow
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS CALIENTES,INFUSIONES (A ELECCION),,$6.500,,,,0,,,qPfv2sYXESclx4NScJxF
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,MARA MARTÍN,GODELLO,$124.900,,,,0,,,eW6U7Sw9WhAtbObH0oQL
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,RAMÓN BILBAO,VERDEJO,$129.900,,,,0,,,jqXVVaUKfROiM5lwgut6
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,MARQUÉS DEL RISCAL,VERDEJO,$120.900,,,,0,,,pSBjCTDLvyj6Y40W1joN
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,FINCA LAS MORAS,CHARDONNAY,$86.900,,,,0,,,I0yPmnVxl18WoCN8MVGG
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,MICHEL TORINO,TORRONTÉS,$93.000,,,,0,,,GheupBFeTjEn58MryhrS
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,BLANCO,PICCINI MEMORO,CHARDONNAY/VERMENTINO,$92.900,,,,0,,,0saII9YI4Sp1FTHCvFJt
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,RAMÓN BILBAO,GARNACHA,$139.900,,,,0,,,423nWe3vhlQstZihS127
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS FRÍAS,MILO FRAPPÉ,,$10.500,,,,0,,,Ztnw0EiqmEf8f4TSdP2j
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,SANTA CAROLINA RESERVADO,CABERNET SAUVIGNON,$86.900,,,,0,,,HZd5cLWL5VT8jMmmwS9r
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS FRÍAS,TÉ CHAI FRAPPÉ,,$13.900,,,,0,,,aCF87o0Lw3rQU3J1CTNY
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,ENATE,CABERNET SAUVIGNON,$169.900,,,,0,,,2pZJLn29HpjR47nNNyY5
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,FINCA LA CELIA,MALBEC,$125.900,,,,0,,,nG8Uf3d3tKibasCGrAUd
BRUNCH | LUNCH Y DINNER | VINOS,BEBIDAS,BEBIDAS FRÍAS,TÉ MATCHA FRAPPÉ,,$14.900,,,,0,,,o5ejQG8lD6YjP2NVdMVx
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,JP CHENET,,$103.900,,,,0,,,dyHbQ3j5w5l9FlJcCXQ3
BRUNCH,BEBIDAS,BEBIDAS FRÍAS,AGUA MANANTIAL,,$7.200,,,,0,,,kxgru5jQpKi0Ah92YAfB
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,MICHEL TORINO,MALBEC,$93.000,,,,0,,,izrMHE0qdITRvwhFxqOv
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,PICCINI MEMORO,NEGRO AMARO NERO D'AVOLA,$92.900,,,,0,,,Q6zNWEyFaIQazGnE34wO
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,ROSÉ,VIÑA TARAPACÁ,CABERNET SAUVIGNON,$85.900,,,,0,,,ruui0ICspeE1WlhDelOP
BRUNCH | LUNCH Y DINNER | VINOS,VINOS,TINTO,MARQUÉS DE VARGAS RESERVA,TEMPRANILLO,$239.000,,,,0,,,packrMOBFFQpwhgHf6hn
