menu,categoria_raiz,subcategoria,categoria_ruta,orden_categoria,producto,descripcion,precio,precio_num,variantes_precio,num_variantes,recomendado,nuevo,oculto_en_web,precio_oculto,num_imagenes,imagen_archivo,imagen_url,product_id,category_id,product_type
BRUNCH,BEBIDAS,JUGOS,BEBIDAS > JUGOS,1,MANGO-MARACUYÁ,,$9.900,9900,Agua: $9.900 | Leche: $10.900,2,,,,,0,,,y0wxqxuHGBfr9bNb34eL,SToC5qHsdZTHzjmE2Q9v,product
BRUNCH,IL BAR,SPRITZ DELLA CASA,IL BAR > SPRITZ DELLA CASA,1,FIERO SPRITZ,"Martini fiero, crema de cassis, soda, zumo de mandarina y naranja.",$38.900,38900,,1,,,,,0,,,704TIqoxECzFd1XVQjCO,jjqoEXKXUms5S5dTEQ64,product
BRUNCH,BEBIDAS,CAPUCCINO/LATTE,BEBIDAS > CAPUCCINO/LATTE,1,MOCACCINO,,$10.000,10000,Sin Licor: $10.000 | Con Licor: $16.000,2,,,,,0,,,spSgQMbBApwlOdjy87El,aLvsNc6LPmvVWvpTPCSN,product
BRUNCH,BEBIDAS,JUGOS,BEBIDAS > JUGOS,1,FRESA,,$9.900,9900,Agua: $9.900 | Leche: $10.900,2,,,,,0,,,xQC667NHdUom9FDmzn2f,SToC5qHsdZTHzjmE2Q9v,product
BRUNCH,SOPAS,,SOPAS,1.125,MINESTRONE,Sopa clásica Italiana elaborada con vegetales de temporada.,$18.900,18900,,1,,,,,0,,,2aMiArOgilSSrCLm8Tnb,iiqcWRAJ4wIuYCiIl2VU,product
BRUNCH,SOPAS,,SOPAS,1.125,CREMA DI POMODORO,"Crema artesanal de la casa a base de tomate San Marzano, con un toque ligero de parmesano.",$20.900,20900,,1,,,,,0,,,ifDqMFpsgyjABoVUziWF,iiqcWRAJ4wIuYCiIl2VU,product
BRUNCH,SOPAS,,SOPAS,1.125,ZUPPA DI PESCATORE,Sopa artesanal de la casa a base de tomate San Marzano y una fina selección de frutos del mar.,$38.900,38900,,1,,sí,,,1,34a2199f-6fc9-42cb-b229-4127dbc038a4.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/34a2199f-6fc9-42cb-b229-4127dbc038a4.webp,lSdEdp8xeZ7I5lgBnzlm,iiqcWRAJ4wIuYCiIl2VU,product
BRUNCH,ENSALADAS,,ENSALADAS,1.453125,DELLA CASA,"Cogollo europeo, filete de pechuga al fuego, peras caramelizadas, queso azul, reducción de durazno, crocante de pistachos y frutos secos.",$46.900,46900,,1,,,,,0,,,Q7Zzdzg7FcQz6vz89f0g,i90LEZ9iJLc1VYsy1qrO,product
BRUNCH,ENSALADAS,,ENSALADAS,1.453125,CÉSAR,"Cogollo europeo, filete de pechuga al fuego, crotones de pan baguette, tocineta, queso grana Padano y aderezo césar de la casa.",$45.900,45900,,1,,,,,0,,,NaU1N8FsGv1YmbZaTX57,i90LEZ9iJLc1VYsy1qrO,product
BRUNCH,ENSALADAS,,ENSALADAS,1.453125,DE SOLOMITO,"Cogollo europeo, solomo de res al fuego, tomate Cherry, champiñones, espárragos, Grana padano y aderezo de la casa.",$59.900,59900,,1,,,,,0,,,P53pvjzVldAoWL52CSn0,i90LEZ9iJLc1VYsy1qrO,product
BRUNCH,ENSALADAS,,ENSALADAS,1.453125,INSALATA DI SALMONE,"Cogollo europeo, filete de salmón, duraznos asados, espárragos, champiñones, tomate Cherry, Grana padano y aderezo dulce de la casa.",$64.900,64900,,1,,,,,1,9fa50c03-e649-45a7-b156-89da0eac91d5.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/9fa50c03-e649-45a7-b156-89da0eac91d5.webp,2B987OwlXOcKBI8sH5ML,i90LEZ9iJLc1VYsy1qrO,product
BRUNCH,POLLOS & PESCADOS,,POLLOS & PESCADOS,1.80859375,MILANESA ALLA PARMIGIANA,"Corte fino de milanesa de pollo rebozado en parmesano al estilo italiano, acompañado con salsa pomodoro, ensalada cesar y papa de la casa.",$44.900,44900,,1,,,,,1,df49ee4d-2888-49f8-beac-b74fb874a3ae.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/df49ee4d-2888-49f8-beac-b74fb874a3ae.webp,nxuKGWLx7UiKrErcXk3Y,BO904lJmngJkSyq29pL2,product
BRUNCH,POLLOS & PESCADOS,,POLLOS & PESCADOS,1.80859375,SALMONE ALLA TOSCANA,"Filete de salmón al fuego napado con pomodoro, espinacas, queso azul, Grana padano. Servido con papas de la casa.",$59.900,59900,,1,,,,,1,08d20a4e-9048-4cde-9a2d-e5f107a07a76.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/08d20a4e-9048-4cde-9a2d-e5f107a07a76.webp,0NMQnEOky52J7xJUCJWX,BO904lJmngJkSyq29pL2,product
BRUNCH,POLLOS & PESCADOS,,POLLOS & PESCADOS,1.80859375,SALMÓN A LAS FINAS HIERBAS,Filete de salmón sellado en mantequilla de finas hierbas sobre mézclum de vegetales de temporada salteados en aceite de oliva.,$56.900,56900,,1,,,,,1,4e663ac6-f2bb-4ffd-b56b-35e412503ccd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/4e663ac6-f2bb-4ffd-b56b-35e412503ccd.webp,BriD74kLKp5YxuWOX6f9,BO904lJmngJkSyq29pL2,product
BRUNCH,POLLOS & PESCADOS,,POLLOS & PESCADOS,1.80859375,SALMONE DELLA CASA,"Filete de salmón sellado al fuego lento, servido con risotto cremado con mantequilla, preparación especial de pesto de la casa y Grana Padano.",$64.900,64900,,1,,,,,1,63dcda32-5ffb-4273-9c05-ddc630ebb0d9.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/63dcda32-5ffb-4273-9c05-ddc630ebb0d9.webp,K5xOvVNqbnmYbo3XU35i,BO904lJmngJkSyq29pL2,product
BRUNCH,CACEROLAS & PANINI,,CACEROLAS & PANINI,1.900390625,POLLO & SETAS,"Pechuga de pollo en trozos cremada con salsa especial de la casa de champiñones, finalizado con mozzarella y Grana padano al horno.",$36.900,36900,,1,,,,,0,,,3QlBxW0di8mNyUcf6D2a,M0QDFdxER9dApC2i1Z8Z,product
BRUNCH,CACEROLAS & PANINI,,CACEROLAS & PANINI,1.900390625,DI MARE,"Selección especial de frutos del mar (Calamares, almejas y camarones) cremados con Grana Padano y láminas de champiñones, finalizados con mozzarella al horno.",$45.900,45900,,1,,,,,0,,,5gvjIKpePSk9j8WlHG8b,M0QDFdxER9dApC2i1Z8Z,product
BRUNCH,CACEROLAS & PANINI,,CACEROLAS & PANINI,1.900390625,DE SOLOMITO NAPOLITANO,"Cortes finos de solomito napados con salsa pomodoro, tomates frescos y cebollas, finalizados con mozzarella y albahaca.",$40.900,40900,,1,,,,,0,,,lusDz1I2jjtWZ8O8bUvv,M0QDFdxER9dApC2i1Z8Z,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,PROSCIUTTO DI PARMA,"Pomodoro, Mozzarella, Jamón de pierna, Rúgula y Oliva.",$58.900,58900,,1,,,,,0,,,407QrV3DCzA2AfwQXRng,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,MARGHERITA DI BUFALA,"Pomodoro San Marzano, Mozzarella, Queso italiano Burrata, Albahaca fresca.",$56.900,56900,,1,,,,,0,,,IpP6RlY35IlJSS0pW6a4,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,PESTO & STRACCIATELLA,"Base pesto de Albahaca, Mozzarella, Stracciatella, Crocante de Pistachos.",$46.900,46900,,1,,,,,1,7acd76d2-2789-4ad5-9eb7-b354c93dca18.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/7acd76d2-2789-4ad5-9eb7-b354c93dca18.webp,TobXd8XmBGBzJ6Lh8hVH,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,TRUFA & STRACCIATELLA,"Base de tartufo, Mozzarella, Champiñones, Stracciatella.",$53.900,53900,,1,,,,,1,c7facc58-1235-4dd7-9c2b-50667a7b46ce.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/c7facc58-1235-4dd7-9c2b-50667a7b46ce.webp,gFQdcHN4lfujtNihkOy7,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,QUESO AZUL & MANZANA,"Base blanca, Mozzarella, Parmesano, Queso azul, Manzana verde, Miel.",$39.900,39900,,1,,,,,1,7b9ffa3c-6e54-4b73-b933-a2d529a1547f.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/7b9ffa3c-6e54-4b73-b933-a2d529a1547f.webp,pxnENV5q9pBJLzBz5lo1,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,QUATTRO FORMAGGI,"Base blanca, Mozzarella, Queso azul, Grana padano, Parmesano.",$39.900,39900,,1,,,,,0,,,VEEouNPQYpcb04BmXiOK,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,DEL HUERTO,"Mozzarella, Jamón, tomate Cherry, champiñones, Grana padano, Rúgula, Salsa blanca.",$44.900,44900,,1,,,,,0,,,vMnipNMBfrxNjUIMT58H,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,"SOLOMITO, BALSÁMICO & QUESO AZUL","Base blanca, Mozzarella, Solomito de res, Reducción balsámica con queso azul.",$56.900,56900,,1,,,,,0,,,i00Kn7PxiYx23ykkxBCW,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,DELLA  CASA,"Base blanca, mozzarella, Queso Azul, Queso Brie, Tocineta caramelizada, Maíz tierno.",$26.900,26900,,1,,sí,,,1,1c0cf114-0add-422a-bc3d-ed41737d2991.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/1c0cf114-0add-422a-bc3d-ed41737d2991.webp,Tlm0fxMMJlvaBtv63bWb,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,TOSCANA MADURADA,"Pomodoro, Mozzarella, Queso crema, Prosciutto, Salami, Chorizo vela, Aceitunas, Reducción Balsamica",$48.900,48900,,1,,,,,1,e4b3b495-c511-40d3-b7ef-c3e8e20800c3.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/e4b3b495-c511-40d3-b7ef-c3e8e20800c3.webp,SktGhOZs4Ec6mJX9ZQ5I,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,TOSCANA BBQ,"Pomodoro, Mozzarella, Lomo de cerdo ahumado en BBQ, Cebollín.",$39.900,39900,,1,,,,,0,,,P5rSnRh7BX3bSM1Llmj2,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,PEPPERONI,"Pomodoro, Mozzarella, Albahaca, Pepperoni.",$40.900,40900,,1,,,,,0,,,cve7YFe4OKfEWIp0LprP,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,POLLO & SETAS,"Pomodoro, Mozzarella, Pollo, Champiñones, Grana Padano, Cebollín.",$40.900,40900,,1,,,,,0,,,WeoX08fXaqzGtTt7JZLp,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,PIZZAS,,PIZZAS,1.973907470703125,HAWAIANA,"Pomodoro, Mozzarella, Jamón de cerdo, Piña caramelizada.",$38.900,38900,,1,,,,,0,,,mHGwp7J1ir1kyz5hwfgd,TD6OgqEuCQGAL7xZMqMB,product
BRUNCH,IL BAR,MOCKTAIL,IL BAR > MOCKTAIL,2,BELLA DONNA,"Shrub de mora, naranja, limón, ginger beer.",$19.500,19500,,1,,,,,0,,,MA22oIChaKuBQyzZlxmL,qsa1YYj5D3D59skto0fb,product
BRUNCH,DESAYUNOS ESPECIALES,ESPECIALES DE LA CASA,DESAYUNOS ESPECIALES > ESPECIALES DE LA CASA,2,FRITTATA DE PAPA,"Tortilla Italiana con huevos, tocineta, cebollas y papas fritas en aceite de oliva.",$26.900,26900,,1,,,,,0,,,Bmj4wvp6Xo506OCckXpx,vfDWMhNR2ovddCdpkBZe,product
BRUNCH,BEBIDAS,SODAS ITALIANAS,BEBIDAS > SODAS ITALIANAS,2,LYCHEE & DURAZNO,,$12.900,12900,,1,,,,,0,,,Mv129koKJU6eYl6EY3pk,vYp1PgSuGNEw0sYqE2SM,product
BRUNCH,BEBIDAS,ESPRESSO,BEBIDAS > ESPRESSO,2,ESPRESSO,,$5.500,5500,,1,,,,,0,,,U6TDjlKT6E4lv6noI49h,pthTTlp9Ly1MELRURuEa,product
BRUNCH,VINOS,GENEROSOS,VINOS > GENEROSOS,2,JEREZ ESPAÑOL TÍO PEPE (copa),,$28.900,28900,,1,,,,,0,,,XWSczrzhu2u6XJ3kKOpA,6B4u7pQ26STmaBmypkcg,product
BRUNCH,IL BAR,MOCKTAIL,IL BAR > MOCKTAIL,2,VIRGIN MANGO,"Pepino, miel de agave, puré de mango fresco, limón, ginger beer y hierbabuena.",$19.500,19500,,1,,,,,0,,,gEoChVYIkYMowPD0R9U6,qsa1YYj5D3D59skto0fb,product
BRUNCH,BEBIDAS,ESPRESSO,BEBIDAS > ESPRESSO,2,AMERICANO,,$6.000,6000,,1,,,,,0,,,9UiGL7fW5QvCfzJ0CQtB,pthTTlp9Ly1MELRURuEa,product
BRUNCH,BEBIDAS,SODAS ITALIANAS,BEBIDAS > SODAS ITALIANAS,2,FRESA & ALBAHACA,,$12.900,12900,,1,,,,,0,,,SoZNVpRoeiMl1FtgeqgS,vYp1PgSuGNEw0sYqE2SM,product
BRUNCH,VINOS,GENEROSOS,VINOS > GENEROSOS,2,JEREZ ESPAÑOL ELEGANTE AMONTILLADO(copa),,$21.900,21900,,1,,,,,0,,,ZEAdW5HpL3iT7XYQKS3A,6B4u7pQ26STmaBmypkcg,product
BRUNCH,IL BAR,MOCKTAIL,IL BAR > MOCKTAIL,2,VIRGIN MOJITO,"Flor de Jamaica, hierbabuena, miel de agave, limón, ginger beer.",$19.500,19500,,1,,,,,0,,,x1H6TJmQdoTHdoewWvRA,qsa1YYj5D3D59skto0fb,product
BRUNCH,BEBIDAS,SODAS ITALIANAS,BEBIDAS > SODAS ITALIANAS,2,PIÑA & MANDARINA,,$12.900,12900,,1,,,,,0,,,H3cJlXJeoV2hLDFBLluq,vYp1PgSuGNEw0sYqE2SM,product
BRUNCH,BEBIDAS,ESPRESSO,BEBIDAS > ESPRESSO,2,MACCHIATO,,$7.000,7000,,1,,,,,0,,,U6Sgblv8t5tOdy7ZNaoD,pthTTlp9Ly1MELRURuEa,product
BRUNCH,DESAYUNOS ESPECIALES,ESPECIALES DE LA CASA,DESAYUNOS ESPECIALES > ESPECIALES DE LA CASA,2,HUEVOS A LA FLORENTINA,"huevos, prosciutto, salsa holandesa, mezcla de espinacas escalfadas con stracciatella sobre pan brioche.",$28.900,28900,,1,,,,,0,,,oXXrJ4tfbPmqDAh2dnxu,vfDWMhNR2ovddCdpkBZe,product
BRUNCH,DESAYUNOS ESPECIALES,ESPECIALES DE LA CASA,DESAYUNOS ESPECIALES > ESPECIALES DE LA CASA,2,PROSCIUTTO CROISSANT,"Croissant artesanal, prosciutto, huevos cremados en grana padano y toques de cebollín.",$28.900,28900,,1,,,,,0,,,ezT7gaEdcfrITJwOTNo2,vfDWMhNR2ovddCdpkBZe,product
BRUNCH,DESAYUNOS CLÁSICOS,FAVORITOS,DESAYUNOS CLÁSICOS > FAVORITOS,2,BOWL DE GRANOLA,"Yogurt griego, granola y frutas de temporada.",$26.900,26900,,1,,,,,0,,,sMYoA2luBvkD6zsN3Tjp,yt1KjNP8YdY3aFCnrLgP,product
BRUNCH,DESAYUNOS CLÁSICOS,FAVORITOS,DESAYUNOS CLÁSICOS > FAVORITOS,2,BOWL DE FRUTA,Frutas de temporada.,$18.900,18900,,1,,,,,0,,,5O4UIv1cxQE9n9zx4udF,yt1KjNP8YdY3aFCnrLgP,product
BRUNCH,DESAYUNOS CLÁSICOS,FAVORITOS,DESAYUNOS CLÁSICOS > FAVORITOS,2,WAFFLES,CLÁSICO: Mantequilla y miel de maple. NUTELLA: Fresa y Chantilly.,$14.900,14900,CLÁSICO : $14.900 | NUTELLA : $20.900,2,,,,,0,,,1OuID87KZ9I9IQMEujmz,yt1KjNP8YdY3aFCnrLgP,product
BRUNCH,PASTICCERIA,PASTELES,PASTICCERIA > PASTELES,2,CIOCCOLATO & FRAMBUESAS,,$20.900,20900,,1,,,,,1,90a5b2b1-56aa-4ad1-90cb-d187c2636907.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/90a5b2b1-56aa-4ad1-90cb-d187c2636907.webp,ClLljwjXD13MDv3wgyH4,bPE2YzFU1gWuw5UkdBgJ,product
BRUNCH,PASTICCERIA,PASTELES,PASTICCERIA > PASTELES,2,TRES LECHES & MERENGUE,,$14.900,14900,,1,,,,,0,,,n0fASkrIRNiuxu2GxzwY,bPE2YzFU1gWuw5UkdBgJ,product
BRUNCH,DESAYUNOS CLÁSICOS,FAVORITOS,DESAYUNOS CLÁSICOS > FAVORITOS,2,TOSTADA FRANCESA,"Pan brioche humedecido en tres leches, chantilly y fresas.",$26.900,26900,,1,,,,,1,76e01e84-8ccc-480c-b3c0-c18607b326c3.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/76e01e84-8ccc-480c-b3c0-c18607b326c3.webp,LqUyo3FbucqwYoYLqjva,yt1KjNP8YdY3aFCnrLgP,product
BRUNCH,PASTICCERIA,PASTELES,PASTICCERIA > PASTELES,2,ZANAHORIA &  NUECES,,$12.900,12900,,1,,,,,0,,,y4FNfxpOq14AdDNKMfZ1,bPE2YzFU1gWuw5UkdBgJ,product
BRUNCH,BEBIDAS,SODAS ITALIANAS,BEBIDAS > SODAS ITALIANAS,2,FRUTTO DELLA PASSIONE,,$12.900,12900,,1,,,,,0,,,lF59V7rGBZyb5Dbz83RM,vYp1PgSuGNEw0sYqE2SM,product
BRUNCH,BEBIDAS,SODAS ITALIANAS,BEBIDAS > SODAS ITALIANAS,2,SODA MICHELADA,,$8.900,8900,,1,,,,,0,,,beYW3QF68PQrRIRSKc4k,vYp1PgSuGNEw0sYqE2SM,product
BRUNCH,PASTICCERIA,PASTELES,PASTICCERIA > PASTELES,2,AMAPOLA & FRAMBUESAS,,$12.900,12900,,1,,,,,0,,,hjtVMlh89wPLGdv2JoTZ,bPE2YzFU1gWuw5UkdBgJ,product
BRUNCH,MENÚ BAMBINI,,MENÚ BAMBINI,2.5,TORNADOS DE POLLO,"Tenders de pollo apanados, acompañados con papas a la francesa y salsa rosada.",$24.900,24900,,1,,,,,0,,,LvntWy1O3ooJhDFBgq3l,5yZoE1fUZgQTIY4w8f2b,product
BRUNCH,MENÚ BAMBINI,,MENÚ BAMBINI,2.5,MINI BOLOGNESA,carne de res en tradicional salsa italiana elaborada con tomate San Marzano. Acompañada con pan artesanal de masa madre.,$26.900,26900,,1,,,,,0,,,6urx720QbPmzVOsmQL5u,5yZoE1fUZgQTIY4w8f2b,product
BRUNCH,MENÚ BAMBINI,,MENÚ BAMBINI,2.5,MINI FESTIN DE QUESO & POLLO,Tornados de pollo acompañados con fettuccine cremado en salsa especial de quesos de la casa y acompañada con pan artesanal de masa madre.,$29.900,29900,,1,,,,,0,,,jMztVk4nd2x6epAF4j3Y,5yZoE1fUZgQTIY4w8f2b,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,MILLEFOGLIE FRUTTI DI BOSCO,"Milhoja della casa con finas capas crujientes de masa filo caramelizada, ensambladas con confitura de frutos rojos, frosting de queso, arequipe de la casa y almendras garrapiñadas.",$16.900,16900,,1,,,,,1,056b4c1e-987d-4488-abb3-5d9ae08b9f8d.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/056b4c1e-987d-4488-abb3-5d9ae08b9f8d.webp,0RjnNZTfX5yEqSjkNULE,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,MILLEFOGLIE AL CARAMELLO,"Milhoja crujiente de hojaldre caramelizado, ensamblada con crema avellanada, toffe de caramelo y avellanas garrapiñadas.",$18.900,18900,,1,,sí,,,1,28789a5b-cc89-404f-9461-14fa6f871576.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/28789a5b-cc89-404f-9461-14fa6f871576.webp,hRGTFSIGfQYaJW9an1IL,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,BAKLAVA CHEESECAKE,"Tarta horneada de Queso Philadelphia cubierta con masa filo caramelizada, praliné de pistacho y nueces, finalizada con finas capas crujientes embebidas en almibar infusionado de rosas.",$20.900,20900,,1,,,,,0,,,XhlycPBIepaw8QygmQgc,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,BLUEBERRY CHEESECAKE,Tarta horneada de Queso Philadelphia con exterior de galleta crujiente y confitura de de frutos del bosque.,$14.900,14900,,1,,,,,0,,,A0dtnsQD0tejEnFGgrUR,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,TIRAMISÚ DELLA CASA,"Clásico postre Italiano con capas de galletas biscuit embebidas en extracción de café, crema de queso mascarpone y fina lluvia de cacao amargo.",$16.900,16900,,1,,,,,1,af52c80a-f01c-4ca9-9e3e-1856144ce2e1.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/af52c80a-f01c-4ca9-9e3e-1856144ce2e1.webp,gf3V184EPbJPCMLNBJbv,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,CRÈME BRÛLÉE,"Postre francés que consiste en crema suave a base de huevos, aromatizada con vainilla y crujiente de azúcar caramelizado.",$12.900,12900,,1,,,,,0,,,dMADqDfYFUvo62YeUokm,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,PASTICCERIA,,PASTICCERIA,2.75,CALZONE DE NUTELLA,"Masa artesanal de pizza con centro de Nutella avellanada, crocante de praliné de pistacho con nueces, finalizada con helado de vainilla y chocolate caliente.",$30.900,30900,,1,,,,,0,,,puWq8oPFW0MxZJxA8I8c,Hf2GWAUwlrLL8DDGhKzS,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,MIMOSA,"Zumo de naranja, vino espumoso, Cereza.",$20.900,20900,,1,,,,,0,,,YWpY8yPQ90EpAKHG3UUV,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,BELLINI,"Vino espumoso, puré de durazno.",$18.900,18900,,1,,,,,0,,,H7YFdSw6a4UmcnWmqMtK,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,CARAJILLO 43,"Licor 43, espresso, aceites cítricos, naranja.",$30.500,30500,,1,,,,,0,,,Bl1jYfC58GgfzgMuzgQc,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,ESPRESO MARTINI,"Vodka, licor de café y espresso.",$36.900,36900,,1,,,,,0,,,MLame7df8xHtwH2SBTQh,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,VINOS,FRIZZANTE,VINOS > FRIZZANTE,3,"PICCINI REGNO (TINTO, BLANCO, ROSÉ)",,$99.900,99900,,1,,,,,0,,,PleexbDNhnRv35DJ5lBq,qKZRMLwiP9jwBUCPucYM,product
BRUNCH,BEBIDAS,PREPARACIONES CON CAFÉ FRÍAS,BEBIDAS > PREPARACIONES CON CAFÉ FRÍAS,3,AMERICANO ICE,,$7.000,7000,,1,,,,,0,,,pdZZkMpDPKEr3IDY8o34,VEyozh8C7nlDFNaHSflZ,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,NEGRONI,"Ginebra, Vermouth Rosso y Campari.",$40.000,40000,,1,,,,,0,,,hIayaM7pKZsGyBMoLAfh,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,VINOS,FRIZZANTE,VINOS > FRIZZANTE,3,CHANDON GARDEN SPRITZ,,$159.700,159700,,1,,,,,0,,,yeY28AV6wXaZfPG8oiF8,qKZRMLwiP9jwBUCPucYM,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,NEGRONI D' PANISSE,"Ginebra, Vermouth Rosso, Campari y Cordial de piña deshidratada.",$38.000,38000,,1,,,,,0,,,hEpQ7mAJ9Ko91TcJB9nv,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,OLD FASHIONED,"Whiskey Jack Daniel's, azúcar, Bitter de naranja y twist de naranja.",$40.000,40000,,1,,,,,0,,,afbCgFCp9t77nfZlA8Rg,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,DRY MARTINI,"Ginebra, Vermouth extra dry, aceitunas.",$36.000,36000,,1,,,,,0,,,WrwbVgCMAcISsQFSd2IE,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,LYCHEE MARTINI,"Ginebra, Vermouth extra dry, Lychee.",$38.900,38900,,1,,,,,0,,,ZD4SMV7vkXRUVj1ZEXf7,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,STAR MARTINI,"Vodka, Triple sec, Vino Espumoso, Almíbar de Maracuyá, Vainilla.",$36.000,36000,,1,,,,,0,,,N1Gdp0lyC6fDPmY3ShSZ,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,MINT JULEP,"Whiskey Jack Daniel’s, Hierbabuena, Bitter aromatic, Sirope simple.",$38.000,38000,,1,,,,,0,,,4olCkUpLe4OjIF0ZVsDk,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,MOSCOW MULE,"Vodka, Almíbar de Jengibre, Hierbabuena, limón, Ginger Beer Mil 976.",$38.000,38000,,1,,,,,0,,,5TzeFkF8vbQCdovW7Ab7,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,VINOS,FRIZZANTE,VINOS > FRIZZANTE,3,CHANDON BRUT ROSÉ,,$135.000,135000,,1,,,,,0,,,JLeTsMbYMbkOCOQ4Gatm,qKZRMLwiP9jwBUCPucYM,
BRUNCH,BEBIDAS,PREPARACIONES CON CAFÉ FRÍAS,BEBIDAS > PREPARACIONES CON CAFÉ FRÍAS,3,LATTE,,$9.900,9900,Clasico: $9.900 | Vainilla: $12.900 | Caramelo: $12.900,3,,,,,0,,,qvEmNon194qfNDq8MfDK,VEyozh8C7nlDFNaHSflZ,product
BRUNCH,VINOS,FRIZZANTE,VINOS > FRIZZANTE,3,CHANDON EXTRA BRUT,,$120.000,120000,,1,,,,,0,,,aAAWtBaYkdoW20Lcff6G,qKZRMLwiP9jwBUCPucYM,
